place_id,name,il,district,address,website,rating,review_count,detected,server_header,x_powered_by,status_code,error,first_seen,last_seen,is_new
ChIJyavG6jJuh0AR3UafiTdz6Oc,Amasya Sabuncuoğlu Şerefeddin Eğitim ve Araştırma Hastanesi,Amasya,Amasya District,"Kirazlıdere, 05200 Amasya District/Amasya, Türkiye",http://amasyaeah.saglik.gov.tr/,2.8,256,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJgZlah-Vvh0ARFxnDlIH0IVc,AMASYA ORTODONTİ KLİNİĞİ - DR. TÜRKAN NADİRE YEŞİL,Amasya,Amasya Merkez,"KUBA motor üstü, Kirazlıdere, Mehmet Varinli Cd. Emek Apt No:66 kat:2 daire:2, 05000 Amasya Merkez/Amasya, Türkiye",https://amasyaortodontist.com/,4.3,21,ASP.NET,Microsoft-IIS/10.0,ASP.NET,200,,2026-07-03,2026-07-03,False
ChIJ_zGdIFNuh0ARrcYWsVak3KY,Amasya Agiz ve Dis Sagligi Merkezi,Amasya,Amasya Merkez,"Fethiye Merkez, Çelebi Mehmet Cd. 10/3, 05100 Amasya Merkez/Amasya, Türkiye",https://amasyaadsm.saglik.gov.tr/,3.1,52,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJF3FwPVNuh0ARE4tGxO5n7PM,Amasya Ağiz Ve Diş Sağliği Merkezi,Amasya,Amasya Merkez,"Gökmedrese, İbni Sina Cd. NO:1, 05100 Amasya Merkez/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJH0Pw0Khvh0AR51gL5OocPW8,Amasya Diş Hekimi,Amasya,Amasya Merkez,"Kocacık Çarşısı, İğneci Baba Sk. Yanı No:13 Kat:2, 05100 Amasya Merkez/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJjeA-VdJvh0ARaL0tMiC4IMA,Amasya Ortodonti Diş Kliniği Ortodonti Uzmanı Ufuk Keleşoğlu,Amasya,Amasya Merkez,"Müze Karşısı, Üçler, MKP Caddesi no:102-1, 05100 Amasya Merkez/Amasya, Türkiye",,5,6,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ9d5wiVFuh0ARvVKipDyrmKw,Avva Diş Ticaret Mermer Sanayi Ticaret Limited Şirketi,Amasya,Amasya Merkez,"Hacı İlyas, Halim Hafız Sk. NO:9, 05100 Amasya Merkez/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJZ5DsdDZvh0AR7Tk1ojse27E,Dentamasya Diş Kliniği,Amasya,Amasya Merkez,"Hacı İlyas, Mustafa Kemal Paşa Cd. No:120 D:1, 05100 Amasya Merkez/Amasya, Türkiye",http://www.dentamasya.com/,,,"Laravel, React, Wix",Pepyaka,,200,,2026-07-03,2026-07-03,False
ChIJ-6QviVdvh0AR3n6_2CJFeck,Dentapark05,Amasya,Amasya Merkez,"Hacılar Meydanı, Çinili Sk. No:1, 05000 Amasya Merkez/Amasya, Türkiye",https://www.instagram.com/?hl=tr,4.9,70,Bilinmiyor / özel kod,,,200,,2026-07-03,2026-07-03,False
ChIJB-Jt60Jvh0ARxgQJwgXM8io,Diş Hekimi Ender Özsoy,Amasya,Amasya Merkez,"M, Ellibeşevler, Celal Topala Sk. No:4, 05100 Amasya Merkez/Amasya, Türkiye",,4.4,13,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJb0zD0vVvh0ARlYcRApxy6B8,Diş Hekimi Mustafa BOL,Amasya,Amasya Merkez,"Hacılar Meydanı, Hoca Ahmet Yesevi Cd. no:15/a, 05100 Amasya Merkez/Amasya, Türkiye",,5,14,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJAfI8IuJvh0ARa462hlpKvzw,Diş Hekimi Savaş Albayrak,Amasya,Amasya Merkez,"Gümüşlü, Atatürk Cd. No:5/3, 05100 Amasya Merkez/Amasya, Türkiye",,5,13,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJmfmTFk1uh0ARxQpNlpmFoW8,Diş Hekimi Şenay Başaran,Amasya,Amasya Merkez,"Dere, Çelebi Mehmet Cd. no:1 kat 2, 05100 Amasya Merkez/Amasya, Türkiye",,4.7,18,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ9ykBO85vh0ARS5KrmOVR4x0,Diş hekimi Bayhan pekin,Amasya,Amasya Merkez,"Kirazlıdere, Mehmet Varinli Cd. No66 Kat 1, 05100 Amasya Merkez/Amasya, Türkiye",http://www.firmasec.com/firma/myytrk-dr-bayhan-pekin/,3.9,7,Laravel,cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJHw8Yh1Fuh0ARlFQKKaqj4jw,Dr. Can Vurgun,Amasya,Amasya Merkez,"Hacı İlyas, Mustafa Kemal Paşa Cd. 120/1, 05100 Amasya Merkez/Amasya, Türkiye",https://www.dentamasya.com/,4.6,31,"Laravel, React, Wix",Pepyaka,,200,,2026-07-03,2026-07-03,False
ChIJjTmknUtuh0ARi7-lJDYvf7s,Dr. Dilek Eliacik,Amasya,Amasya Merkez,"Gökmedrese, Nuri Ayvalı Sk. Karakaş Apt. D:1, 05100 Amasya Merkez/Amasya, Türkiye",,4.3,16,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJNav2fVJuh0ARgn-5htQ9GiY,Dr. Ender Tezen,Amasya,Amasya Merkez,"Gökmedrese, Mustafa Kemal Paşa Cd. No:63 D:1, 05100 Amasya Merkez/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJjTmknUtuh0AR28yYh7qah1s,Dr. Ercument Cayci,Amasya,Amasya Merkez,"Dere Mah. Kocacık Çarşı Cavit Öztürk Sok Umut Apt No:2 Kat:1, Dere, 05100 Amasya Merkez/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJda2wh0puh0ARg3WkWVuSCU0,Dr. Huseyin Ozdemir,Amasya,Amasya Merkez,"Gökmedrese, Atatürk Cd. Karakaş Apt. D:2, 05200 Amasya Merkez/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJKahbfFJuh0ARnmSsJVOQR00,Dr. Murat Aydin,Amasya,Amasya Merkez,"Gökmedrese, Mustafa Kemal Paşa Cd. Rahmi Kılıç Apt., 05100 Amasya Merkez/Amasya, Türkiye",https://iyifirma.com/dr-murat-aydin/,4.2,5,Bilinmiyor / özel kod,cloudflare,,403,,2026-07-03,2026-07-03,False
ChIJzZRfD01uh0ARFg83eSIkgqU,Dr. Turgay Seker,Amasya,Amasya Merkez,"Çapkınlar Apt, Gökmedrese, Kocacık Sk., 05100 Amasya Merkez/Amasya, Türkiye",https://www.doktortakvimi.com/turgay-seker/dis-hekimligi/amasya,,,Bilinmiyor / özel kod,nginx,,200,,2026-07-03,2026-07-03,False
ChIJkwGLIPdvh0ARMJg-Ze2u3eo,Dt. Fevzi TERZİ,Amasya,Amasya Merkez,"Dere Kocacık Mah, İğneci Baba Sk., 05100 Amasya Merkez/Amasya, Türkiye",,5,9,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJSQO8Dlhvh0AR7nzvzl4nFao,DİŞ HEKİMİ MEDET DEMİR,Amasya,Amasya Merkez,"Dere, Mustafa Kemal Paşa Cd., 05100 Amasya Merkez/Amasya, Türkiye",,4.9,56,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJBf72m7Jvh0AReA5RvvDlUYk,Hale Eczanesi,Amasya,Amasya Merkez,"Fethiye Çeten Sokak No:37/A Ruhi Tingiz, Fizik Tedavi Ağız ve Diş Sağlığı Hastanesi, Fethiye, Karşısı, 05100 Amasya Merkez/Amasya, Türkiye",http://www.firmasec.com/firma/yrfzd-umit-eczanesi/,4.5,13,Laravel,cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJT_BBQ_xvh0ARz6xiJHdL5Cc,Karanfil Ağız ve Diş Sağlığı Polikliniği,Amasya,Amasya Merkez,"Akbilek, Mehmet Akif Ersoy Cd 8/a, 05100 Amasya Merkez/Amasya, Türkiye",,5,12,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJQxxp30xuh0AR7RLvxdGEarU,Ozel Sifa Tip Merkezi,Amasya,Amasya Merkez,"Alpaslan Türkeş Caddesi, Ellibeşevler, Ayvalı Sk., 05200 Amasya Merkez/Amasya, Türkiye",http://www.diyetisyengulsah.com/,3.9,23,Bilinmiyor / özel kod,,,200,,2026-07-03,2026-07-03,False
ChIJ_4yWgmxvh0ARikuinH-Gl8E,Ruhi tingiz fizik tedavi ve rehabilitasyon merkezi ve ağız ve diş sağlığı hastanesi,Amasya,Amasya Merkez,"Fethiye, Fetih Sk. No:21, 05100 Amasya Merkez/Amasya, Türkiye",,3.3,12,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJgdNpF01uh0AR-VpjhR5ooJc,Süha Özmumcu,Amasya,Amasya Merkez,"Özkök Apt. 50/1, Merkez, Mustafa Kemal Paşa Caddesi, Dere, 05100 Amasya Merkez/Amasya, Türkiye",,4.6,11,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJb8v5Zihvh0AR5nPEmS8KJcM,Uzman dişhekimi Ayşe UYSAL / Uzman dişhekimi Hayrunnisa KASAP,Amasya,Amasya Merkez,"Dere, Mustafa Kemal Paşa Cd. NO:48/A KAT 1, 05100 Amasya Merkez/Amasya, Türkiye",,4.8,34,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJf3JCDgBvh0ARw1JydCFooD4,ÖZEL KARANFİL AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ,Amasya,Amasya Merkez,"Akbilek, Mehmet Akif Ersoy Cd 8/a, 05100 Amasya Merkez/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ20dRjLpvh0ARnalP1DU8Q54,Özel AkerDent Ağız Ve Diş Sağlığı Polikliniği (Çene Cerrahisi Uzmanı Tayfun YETER),Amasya,Amasya Merkez,"AKER DENT AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ, Akbilek, Rahmet Sk NO: 5 B, 05200 Amasya Merkez/Amasya, Türkiye",https://akerdentamasya.com/,5,92,WordPress,LiteSpeed,,200,,2026-07-03,2026-07-03,False
ChIJ048Cli1vh0ARw_WaKtM0yOU,Özel Amasya Ağız ve Diş Sağlığı Polikliniği,Amasya,Amasya Merkez,"Yüzevler, Sadık Esen Sk. No:3/A, 05100 Amasya Merkez/Amasya, Türkiye",https://ozelamasyaadsp.com/,4.3,30,Bilinmiyor / özel kod,LiteSpeed,,200,,2026-07-03,2026-07-03,False
ChIJDcyEipjlhkARfbMoS-3XcZ0,Diş Hekimi Ahmet Alperen Aydın,Amasya,Gümüşhacıköy,"Artıkabat mah Cumhuriyet Meydanı, Atatürk Heykeli Arkası, Hacıyahya, Tekçam Sk. İshanı no:5/3, 05300 Gümüşhacıköy/Amasya, Türkiye",,4.5,24,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ6wMCFGvlhkARhDxvs8mmf4g,FİZYOMER FİZYOTERAPİ DANIŞMANLIK MERKEZİ,Amasya,Gümüşhacıköy,"Haziran İŞ merkezi, Cumara, Zübeyde Hanım Blv. No:12 NO:17/J, 05700 Gümüşhacıköy/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJkwSBj0puh0ARCqYV0MZZwGU,Gumushacikoy Toplum Sagligi Merkezi,Amasya,Gümüşhacıköy,"Adatepe, Atatürk Cd. No:74, 05700 Gümüşhacıköy/Amasya, Türkiye",,3,3,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJOWnS_d_khkARC7xC9ZVYTTo,Gümüşhacıköy State Hospital,Amasya,Gümüşhacıköy,"Artıkabat, 05700 Gümüşhacıköy/Amasya, Türkiye",http://gumushacikoydh.saglik.gov.tr/,3.7,127,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJrzwCSgDlhkARemUEQJiBSgk,Yağız oto Gümüşhacıköy,Amasya,Gümüşhacıköy,"Çay, Demirciler Sk. No: 4, 05700 Gümüşhacıköy/Amasya, Türkiye",,5,3,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ8wtaGYkDh0ARPS57dT8WYrg,Büşra Doğan Diş Kliniği,Amasya,Merzifon,"Harmanlar, Dolu Sk. No:18 D:1, 05300 Merzifon/Amasya, Türkiye",http://dtbusradogan.com/,4.6,38,WordPress,LiteSpeed,PHP/8.0.30,200,,2026-07-03,2026-07-03,False
ChIJp6EW8WUDh0AR2kTU7p8xvxY,DentVienna Ağız ve Diş Sağlığı Polikliniği MERZİFON (Diş Hekimi Muammer Gümüş),Amasya,Merzifon,"Merzifon Belediyesi Şehit İlker Atan iş merkezi, Sofular, Yaren Sokak no:2/z3, 05300 Merzifon/Amasya, Türkiye",https://dentviennadisklinigi.com/,5,13,WordPress,LiteSpeed,,200,,2026-07-03,2026-07-03,False
ChIJuVOWZzMCh0ARcwl3tRgEprU,DentaMerzifon Özel Ağız ve Diş Sağlığı Polikliniği Dt. Hakan YİĞİT,Amasya,Merzifon,"Harmanlar, Muammer Aksoy Sk. 3/A, 05300 Merzifon/Amasya, Türkiye",,4.9,186,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJP_FWzCEDh0ARDKXvU0L_V2A,Diş Hekimi Atakan KUTUCU,Amasya,Merzifon,"Bahçelievler, Taştan Sönmez Bulvarı No:23/2, 05300 Merzifon/Amasya, Türkiye",,4,4,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJDYg19yADh0ARt1lcQvmsg1g,Diş Hekimi Bülent SUSAM,Amasya,Merzifon,"Harmanlar, Avcı Sk. No:6, 05300 Merzifon/Amasya, Türkiye",,4.6,9,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJJ_XjmHUDh0ARtXIQE2vbxFQ,Diş Hekimi Edanur Nayman Hançerli,Amasya,Merzifon,"Diş Hekimi Edanur Nayman Hançerli, kara, Harmanlar, Mustafa Paşa Cd. No:67, 05300 Merzifon/Amasya, Türkiye",,4.9,29,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ1etVLeoDh0ARHDG1VuTg1DY,Diş Hekimi Oğuzhan Toygar,Amasya,Merzifon,"Mahsen, Taştan Sönmez Cd. no:96, 05300 Merzifon/Amasya, Türkiye",,5,43,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJI5jgimsDh0ARm1_N-HFnMKI,Diş Hekimi Yiğitşah Comba,Amasya,Merzifon,"Mehmetçik caddesi, Harmanlar, Derman Sk. no:2/1, 05300 Merzifon/Amasya, Türkiye",https://www.instagram.com/dtyigitsahcomba/,5,13,Bilinmiyor / özel kod,,,200,,2026-07-03,2026-07-03,False
ChIJ0fvAoooDh0AREk5S2_PZuvM,Diş Hekimi ZERRİN SÜRMELİ,Amasya,Merzifon,"Gazimahbup, Horoz Sk. no:1/102, 05300 Merzifon/Amasya, Türkiye",,4.9,64,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJM5nhSk_byhQRgFKNvQYSHfw,Dr. Emrah Kahvecioglu,Amasya,Merzifon,"Hocasüleyman, Cumhuriyet Cad./köşeli Sok. Güneş Apt. D:1, 05300 Merzifon/Amasya, Türkiye",,5,3,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJZ0YPsFFuh0AR7I43GB527AE,Dr. Haluk Ekici,Amasya,Merzifon,"Harmanlar Kara Mustafa Paşa Cad. No:65, Harmanlar, 05300 Merzifon/Amasya, Türkiye",,4.4,15,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJYa1bkTECh0ARbPRuVBBqTdc,Dr. Kadir Acar,Amasya,Merzifon,"Harmanlar Cad, Bahriye Üçok Sk. No:18/1D:1, 05300 Merzifon/Amasya, Türkiye",,5,8,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJKQFvDTICh0AR__K4SQvCa3k,Dr. Serap Sagturk,Amasya,Merzifon,"Hocasüleyman, Cumhuriyet Cd. No:109 D:1, 05300 Merzifon/Amasya, Türkiye",,2.3,3,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJYa1bkTECh0ARsHUmPEer3Y8,Dr. Sevil Zileli,Amasya,Merzifon,"Harmanlar, Sepetçi Sk. No:4 D:1, 05300 Merzifon/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJWY-Gi-vkhkAR-ff2SKEzbtU,Dr. Tahsin Yolcu,Amasya,Merzifon,"Harmanlar mah muftu vehbi sokak alisinoglu ishani, Harmanlar, kat 1, 05300 Merzifon/Amasya, Türkiye",,4.8,18,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJYa1bkTECh0ARaYDifFDZ7Gg,Dr. Yusuf Sagir,Amasya,Merzifon,"Sofular, No:32 D:1, 05300 Merzifon/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJVQUNkawDh0ARjH6hoc2ECSI,Fizyoterapist Burcu Gümüşçıbık,Amasya,Merzifon,"Bağlarbaşı, Şht. Hasan Kaplan Sk. No:11, 05300 Merzifon/Amasya, Türkiye",,5,99,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ0xGkuhgDh0AR4BTUiQdI880,Medisam Ağız ve Diş Sağlığı Polikliniği - Merzifon,Amasya,Merzifon,"Yeni, Hafız Mustafa Cd. No:67-1, 05300 Merzifon/Amasya, Türkiye",https://medisamadsp.com/,4.7,183,,,,,"HTTPSConnectionPool(host='medisamadsp.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='medisamadsp.com', port=443): Failed to resolve 'medisamadsp.com' ([Errno -2] Name or service not known)""))",2026-07-03,2026-07-03,False
ChIJfY9ejyUDh0ARzWclqe7JI0Q,Merzifon Ağız ve Diş Sağlığı Merkezi,Amasya,Merzifon,"Sofular, Hüseyin Rıfat Bey Cd. No:8, 05300 Merzifon/Amasya, Türkiye",https://merzifonadsm.saglik.gov.tr/,2.9,18,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJDbTKW0QCh0ARvTEnDOcXkug,Merzifon Karamustafa Pasha State Hospital,Amasya,Merzifon,"Bahçelievler, Ibni Sina Cd No:2, 05300 Merzifon/Amasya, Türkiye",http://merzifondh.saglik.gov.tr/,3.1,146,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJbSazD4QDh0ARVWfE582sKL4,Merzifon diş hekimi OKAN ÇAY,Amasya,Merzifon,"Harmanlar, Sepetçi Sk. 2/b, 05300 Merzifon/Amasya, Türkiye",,5,251,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJt8EOZjECh0ARo5Q_XxuKS_s,POYRAZ PETGROSS,Amasya,Merzifon,"Bahçelievler, Taştan Sönmez Cd. No:23/1, 05300 Merzifon/Amasya, Türkiye",,4.8,104,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJhbZLETMCh0ARSXQMa2L6-SU,Özel Denta Merzifon,Amasya,Merzifon,"Harmanlar, Muammer Aksoy Sk. No:5, 05300 Merzifon/Amasya, Türkiye",,5,1,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJY1E2lTMCh0ARALFGgKD-cZ0,Özel Diyacenter Merzifon Diyaliz Merkezi,Amasya,Merzifon,"Harmanlar Mah, Muhsin Yazıcıoğlu Cd. No: 1/A, 05300 Merzifon/Amasya, Türkiye",https://www.diyacenter.com/merzifon/,5,3,WordPress,LiteSpeed,PHP/8.1.34,200,,2026-07-03,2026-07-03,False
ChIJgcRV4FwJh0ARBy1tRhK9Wmo,Diyetisyen Hafsa Karaca Aktaş,Amasya,Suluova,"Maarif, Atatürk Blv. no:183 Z01, 05500 Suluova/Amasya, Türkiye",,5,1,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJVVVVVbwIh0ARTxpYzXwdLZo,Diş Hekimi Fatih ACAR,Amasya,Suluova,"Orta, Selimiye Cd. No:3, 05500 Suluova/Amasya, Türkiye",,5,1,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJJUQHUAAJh0ARyv0WPfLEDe4,Diş Hekimi Fatih ACAR Muayenehanesi,Amasya,Suluova,"Orta, Selimiye Cd., 05500 Suluova/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJEaHR7iAJh0ARPta9thQQGPY,Diş Hekimi M.Sefa BİÇER,Amasya,Suluova,"Orta, Bir Eylül, Atatürk Blv. No:3, 05500 Suluova/Amasya, Türkiye",,3.3,7,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJS9WbewMJh0ARG_68N4wJGzY,Diş Hekimi M.Sefa BİÇER,Amasya,Suluova,"cumhuriyet mahallesi hacı mustafa cad. arslan iş hanı 6/101caddes, Cumhuriyet, 05500 Suluova/Amasya, Türkiye",,4.1,26,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ5dv1QEAJh0AR-a8ZLJHHJGA,Diş Hekimi Mehmet Zahid Aktaş,Amasya,Suluova,"Maarif, Atatürk Blv. No:183 Z01, 05500 Suluova/Amasya, Türkiye",,4.7,12,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJBwAAULwIh0ARIfyfl3HMM_k,Dr. Mustafa Horlar,Amasya,Suluova,"Orta, Selimiye Cd. temel işhanı, 05500 Suluova/Amasya, Türkiye",http://www.firmasec.com/firma/myyrzt-dr-mustafa-horlar/,4.1,10,Laravel,cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJCzE7qCoJh0ARtbovY4S12Iw,SULUOVA ŞEHİT ALİM ARAÇ AİLE SAĞLIĞI MERKEZİ,Amasya,Suluova,"Yeni, 05500 Suluova/Amasya, Türkiye",http://www.sehitalimaracasm.com/,4.3,8,Bilinmiyor / özel kod,cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJkbnboJYIh0ARDwheV0D4T9c,Suluova Ağız ve Diş Sağlığı Merkezi,Amasya,Suluova,"Orta, Oğulbağı Köyü Yolu, 05500 Suluova/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJaYCEIy0Jh0ARSiMAEUydMDk,Yeni Suluova Devlet Hastanesi,Amasya,Suluova,"Maarif, Yunus Emre Sk. No:1, 05500 Suluova/Amasya, Türkiye",http://suluovadh.saglik.gov.tr/,3.6,36,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJZwj8w7gNh0ARsS6Hjjaj0OE,mine protez uzmanı,Amasya,Suluova,"Yolpınar Köyü Yolu No:22, 05502 Yolpınar/Suluova/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJm5T0zHLQyhQRMSo4rDURm2w,Dr. Bulent Uguz,Amasya,Taşova,"Yeşilırmak, Çağpar Cd. No:17 D:2, 05800 Taşova/Amasya, Türkiye",,3,2,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJWzIXbHKHh0ARmgpFAEjvVMc,Dt. Esra Semerci Uy Diş Muayenehanesi,Amasya,Taşova,"Yeşilırmak, Mustafa Kemal Cd. No:31, 05890 Taşova/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJM6skt4OHh0AREynpi2wQvgY,DİŞ HEKİMİ MUHAMMED ÇAKMAK,Amasya,Taşova,"Cumhuriyet, Yeşilırmak Cd. No:2, 05800 Taşova/Amasya, Türkiye",https://www.hekimler.net/muhammed-cakmak,4.6,44,,,,,"HTTPSConnectionPool(host='www.hekimler.net', port=443): Max retries exceeded with url: /muhammed-cakmak (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.hekimler.net'. (_ssl.c:1016)"")))",2026-07-03,2026-07-03,False
ChIJbT0kZCmHh0ARwGvPVDvmyUQ,Sağlık Eczanesi,Amasya,Taşova,"Cumhuriyet, Korkmaz Cd., 05800 Taşova/Amasya, Türkiye",,5,5,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJoS1LCIZ9fUARcm_rnjrLxSY,Tasova Devlet Hastanesi,Amasya,Taşova,"Sanayii, Sanayi Mahallesi No No:1, 05800 Taşova/Amasya, Türkiye",http://tasovadh.saglik.gov.tr/,3.3,117,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJNzAS5W-Hh0ARAfqQa9Vsy6s,Taşova Merkez 1 Nolu ASM,Amasya,Taşova,"Cumhuriyet, Korkmaz Cd. No:2, 05800 Taşova/Amasya, Türkiye",http://tasova1noluasm.com/23-Hizmet-Politikamiz.html,,,Bilinmiyor / özel kod,nginx/1.28.0,,200,,2026-07-03,2026-07-03,False
ChIJO5CAVf-Hh0ARuie2nfGu9qM,Taşova Şehit Tanju Çolak Aile Sağlığı Merkezi,Amasya,Taşova,"Tepe, Aliefendioğlu cad No:1, 05800 Taşova/Amasya, Türkiye",,5,2,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJHykMIXCHh0ARoHR0qXZoQus,Toplum Sagligi Merkezi,Amasya,Taşova,"Cumhuriyet, Korkmaz Cd. No:2, 05800 Taşova/Amasya, Türkiye",http://tasova.gov.tr/toplum-sagligi-merkezi,2,2,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJe9la5Q2Hh0ARRadilrw0J2A,Yiğit,Amasya,Taşova,"Yeşilırmak, Hükümet Cd. No:12, 05800 Taşova/Amasya, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJpy7vo7BtaEARV7pa-6OdvJg,Ardanuç İlçe Hastanesi,Artvin,Ardanuç,"Merkez, 08390 Ardanuç/Artvin, Türkiye",http://www.ardanucdh.gov.tr/,3.5,10,,,,,"HTTPConnectionPool(host='www.ardanucdh.gov.tr', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.ardanucdh.gov.tr', port=80): Failed to resolve 'www.ardanucdh.gov.tr' ([Errno -3] Temporary failure in name resolution)""))",2026-07-03,2026-07-03,False
ChIJ50jtbQBtaEARot3G5drwT8U,Diş Hekimi Melda Satır,Artvin,Ardanuç,"Merkez, 7 Mart Cd. No:7/1, 08300 Ardanuç/Artvin, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ-xK6Tc9taEARifPGauWt-04,Mutlu Gülüşler,Artvin,Ardanuç,"Merkez, 7 Mart Cd., 08300 Ardanuç/Artvin, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJU-K7Dhy3Z0ARD4C7tGGehVg,Ardent Ağız ve Diş Sağlığı Polikliniği,Artvin,Arhavi,"Musazade, Nurettin Çarmıklı Cd. No:21 A, 08200 Arhavi/Artvin, Türkiye",,4.3,12,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJH2Gc4bKwZ0AR3rgeiWS817k,Arhavi İlçe Devlet Hastanesi,Artvin,Arhavi,"Boğaziçi, Atatürk Blv., 08200 Arhavi/Artvin, Türkiye",https://arhavidh.saglik.gov.tr/,3.9,44,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJ4Z56YDR2aEARhDz3xCIRuTc,Dr. Cihangir Aydogdu,Artvin,Arhavi,"Musazade, İnönü Bulv. İzmir Pasajı Tatar Apt. No:2, 08200 Arhavi/Artvin, Türkiye",,1,1,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJLeA84eu3Z0ARPiuoXBZmMns,Dt. Arıtay Altıntaş,Artvin,Arhavi,"Musazade Mah Şh. Ast. Mehmet Altanlar Cad. No:5, Musazade, 08200 Arhavi/Artvin, Türkiye",,3.4,12,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ51tRFjR2aEAR8_tIEkY2S8E,Sesenler Dis Poliklinigi,Artvin,Arhavi,"Musazade, İnönü Bulv. Kurtoğlu Apt., 08200 Arhavi/Artvin, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
