place_id,name,il,district,address,website,rating,review_count,detected,server_header,x_powered_by,status_code,error,first_seen,last_seen,is_new
ChIJr7HFIxHxhEARkSopoxMYlbc,Diş Hekimi Ahmet Esen (Esen Diş Kliniği),Kastamonu,Kastamonu Merkez,"İsmailbey, Kanarya Sk. Cevizli Park İş Merkezi No:2 Kat:4 Daire:27, 37100 Kastamonu Merkez/Kastamonu, Türkiye",,4.4,23,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJzWTqZcnxhEARRTPfFGREN9U,Diş Hekimi Bayram Taşkın,Kastamonu,Kastamonu Merkez,"Mütevelli İş Merkezi, Topçuoğlu, Belediye Cd. No:6,Kat:2,D:13, 37100 Kastamonu Merkez/Kastamonu, Türkiye",https://dtbayram.com/,5,9,,,,,"HTTPSConnectionPool(host='dtbayram.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='dtbayram.com', port=443): Failed to resolve 'dtbayram.com' ([Errno -2] Name or service not known)""))",2026-07-03,2026-07-03,False
ChIJ-YgT7W7xhEARbm4VP4xEexI,Diş Hekimi Ebru İMAMOĞLU KIRMIZI,Kastamonu,Kastamonu Merkez,"Aktekke, Yalçın Cd. No:16/3, 37200 Kastamonu Merkez/Kastamonu, Türkiye",,4.3,12,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJQ0DLyajwhEARol10uuf1dIA,Diş Hekimi Elif Cellek TİFTİK,Kastamonu,Kastamonu Merkez,"Cebrail Mh. Plevne Cd. İhsan Keskinbıçak İş Merkezi (EVKUR) Üstü No:48/6, Kat:2, Cebrail, 37100 Kastamonu Merkez/Kastamonu, Türkiye",https://dishekimielifcellektiftik.com/,4.8,28,Bilinmiyor / özel kod,nginx,,403,,2026-07-03,2026-07-03,False
ChIJp2kH0pfxhEARCICq346KxMw,Diş Hekimi Emre Kaya,Kastamonu,Kastamonu Merkez,"Topçuoğlu, Vali Enis Paşa Sk. Ferhunde Aksoy İş Merkezi No:49 Kat:1 Daire:2, 37100 Kastamonu Merkez/Kastamonu, Türkiye",,5,26,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJwUqakCfxhEARD3BczK5Ldkw,Diş Hekimi Mehmet Orkun Kaya,Kastamonu,Kastamonu Merkez,"Topçuoğlu Mahallesi Cumhuriyet Caddesi Arslanlar İş Merkezi Kat: 1 No: 8, Topçuoğlu, 37100 Kastamonu Merkez/Kastamonu, Türkiye",https://www.instagram.com/dt.orkunkaya,5,157,Bilinmiyor / özel kod,,,200,,2026-07-03,2026-07-03,False
ChIJrXZt5evxhEARwNIfdJddqII,Diş Hekimi Tayfun KÖMÜR,Kastamonu,Kastamonu Merkez,"Aktekke Mahallesi Bakımevi Caddesi Pamukçuoğlu İş Merkezi 17/8A Zemin Kat, Aktekke, 37200 Kastamonu Merkez/Kastamonu, Türkiye",,5,90,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ97pCnBXxhEARgB4KhyjilUE,Diş Hekimi Ömer ZENCİRLİ,Kastamonu,Kastamonu Merkez,"Topçuoğlu, Vali Enis Paşa Cd. No:45, 37100 Kastamonu Merkez/Kastamonu, Türkiye",,5,37,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJbZss0vvxhEARWiQhcQ2dO1Y,Dr. Dt. Vael Numan,Kastamonu,Kastamonu Merkez,"Kuzeykent, Kastamonu Şehirlerarası Otobüs Terminali No:25, 37150 Kastamonu Merkez/Kastamonu, Türkiye",,4.4,21,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJBWSjww76hEARSWsFtumpKbg,Dr. Enis Nuhoglu,Kastamonu,Kastamonu Merkez,"İnönü, Sırrı Gür Cad. No:26, 37150 Kastamonu Merkez/Kastamonu, Türkiye",,4.6,11,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJaaTh0w76hEARoDwepyYAMqU,Dr. Ozgun Ak,Kastamonu,Kastamonu Merkez,"Cebrail, Yavuz Çelikoğlu Sok. Hasanbey Apt. No:1 D:2, 37200 Kastamonu Merkez/Kastamonu, Türkiye",,5,2,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJERJGPD7xhEAR71MmbsAJYnQ,Dr.Bilgenur ŞAHİN PERİODONTOLOJİ KLİNİK,Kastamonu,Kastamonu Merkez,"İsmailbey, Kanarya Sk. Cevizlipark İş merkezi No 20 D:Kat 3, 37100 Kastamonu Merkez/Kastamonu, Türkiye",,5,75,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ0zhMad_xhEARhoYCbHeoZuA,Dt. Gökhan Karakaş,Kastamonu,Kastamonu Merkez,"Cebrail Mah. Plevne Caddesi İhsan Keskinbıçak İş Merkezi No:48/15 Kat:5, Hepkebirler, 37150 Kastamonu Merkez/Kastamonu, Türkiye",,5,4,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJSb3Mk17xhEARpyDOMJYm2F0,Dt. Hasan Gömlekli,Kastamonu,Kastamonu Merkez,"Plevne Caddesi İhsan Keskinbıçak İş Merkezi Kat:5, Cebrail, 37000 Kastamonu Merkez/Kastamonu, Türkiye",https://www.doktorsitesi.com/dt-hasan-gomlekli/dis-hekimi/kastamonu,5,2,Next.js,cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJIyB4xuLxhEARe9SPQZK3Fmo,Dt. İsmail Afşin Kethüdaoğlu,Kastamonu,Kastamonu Merkez,"Cebrail, Plevne Cd. İhsan Keskinbıçak İş Merkezi 48/6, 37000 Kastamonu Merkez/Kastamonu, Türkiye",https://www.doktorsitesi.com/dt-ismail-afsin-kethudaoglu/dis-hekimi/kastamonu,5,2,Next.js,cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJmfAdVuf7hEAR92iastkkfbA,Estetik Dent Kastamonu,Kastamonu,Kastamonu Merkez,"Kuzeykent, Cankat Sokak No:6, 37150 Kastamonu Merkez/Kastamonu, Türkiye",http://www.estetikdentkastamonu.com/,4.6,155,WordPress,hcdn,PHP/8.3.30,200,,2026-07-03,2026-07-03,False
ChIJ_TOpP6_whEARfTz2OgpSlyM,Hayat Ağız Ve Diş Kliniği,Kastamonu,Kastamonu Merkez,"Topçuoğlu, Cumhuriyet Sk. No:5, 37200 Kastamonu Merkez/Kastamonu, Türkiye",,4.7,67,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJD4YAyajwhEARuwbSs0gbgxU,ILGAZ AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ,Kastamonu,Kastamonu Merkez,"Plevne Caddesi İhsan Keskinbıçak İş Merkezi Kat:5, Cebrail, 37150 Kastamonu Merkez/Kastamonu, Türkiye",https://ilgazdis.com/,3.6,28,,,,,"HTTPSConnectionPool(host='ilgazdis.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='ilgazdis.com', port=443): Failed to resolve 'ilgazdis.com' ([Errno -2] Name or service not known)""))",2026-07-03,2026-07-03,False
ChIJD4sWzxL6hEARnyQQZ6K421o,Kastamonu Ağız Ve Diş Sağlığı Merkezi,Kastamonu,Kastamonu Merkez,"Kuzeykent, Cankat Sokak No:4/1, 37150 Kastamonu Merkez/Kastamonu, Türkiye",https://kastamonuadsm.saglik.gov.tr/,2.8,92,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJLWb-5qfwhEAR7oJBLoepnic,Kastamonu Ağız Ve Diş Sağlığı Merkezi,Kastamonu,Kastamonu Merkez,"İnönü, Yalçın Cd. No:20, 37200 Kastamonu Merkez/Kastamonu, Türkiye",,5,2,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJL3aTDf_xhEAR2KwHniuwxwk,Kastamonu Protez Saç Seyfi Aşkaroğlu,Kastamonu,Kastamonu Merkez,"Aktekke, Yalçın Cd. Barutçuoğlu avm zemin kat, 37200 Kastamonu Merkez/Kastamonu, Türkiye",,5,34,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJy2xLp9vxhEARBFmRgAyvofc,Uzm. Dt. İlknur Konak Ortodonti Kliniği,Kastamonu,Kastamonu Merkez,"İsmailbey, Kanarya Sk. Koza evleri No:8-2 A blok, 37100 Kastamonu Merkez/Kastamonu, Türkiye",https://www.ortodontikastamonu.com/,5,83,"Laravel, React, Wix",Pepyaka,,200,,2026-07-03,2026-07-03,False
ChIJC2Rg727xhEAR_v_WOx5wRlE,Çocuk Diş Hekimi İlkay Zencirli,Kastamonu,Kastamonu Merkez,"Topçuoğlu, Vali Enis Paşa Cd. No:45, 37100 Kastamonu Merkez/Kastamonu, Türkiye",,5,21,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJG6zX_vE5hUAR9bCr3bP2Atk,Küre İlçe Devlet Hastanesi,Kastamonu,Küre,"Müderis, Hastane Sk. No:26, 37900 Küre/Kastamonu, Türkiye",https://kuredh.saglik.gov.tr/,3.4,11,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJs5j1o6_whEARW-l_Al-BCiY,Dt. Gökhan Tekin,Kastamonu,Merkez İş Hanı kat: 1 Kasta Merkez,"Nasrullah Meydanı, Merkez İş Hanı kat: 1 Kasta Merkez/Kastamonu, İsmailbey Mahallesi, Banka Sokak, Topçuoğlu, 37100 Kastamonu Merkez/Kastamonu, Türkiye",http://dtgokhantekin.com/,4.8,22,Next.js,Vercel,Next.js,200,,2026-07-03,2026-07-03,False
ChIJbUaRo6_whEAR2Ohd975Dvq8,Diş Hekimi Savaş Koca,Kastamonu,Taşköprü,"Tabakhane, Buhara Sk. No:13 D:3, 37400 Taşköprü/Kastamonu, Türkiye",,4.5,8,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJe17rwN2ohUARAJfVnYEKIlc,TAŞKÖPRÜ DEVLET HASTANESİ,Kastamonu,Taşköprü,"Pulcular, Saim Tokatlı Cd. No:29/1 29/2 29/3, 37400 Taşköprü/Kastamonu, Türkiye",https://taskoprudh.saglik.gov.tr/,4.1,58,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJLSU-dwAThEARyIYyV8OclQY,Diş Hekimi Hasret Turan,Kastamonu,Tosya,"Bahçelievler, Koca Ragıp Paşa Cd. No:1/4, 37300 Tosya/Kastamonu, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJkROKdiAThEARa0F77AbnQG0,Sümeyye AKALIN ÇİLOĞLU Diş Kliniği,Kastamonu,Tosya,"Kargı, Belediye Sk. No:6 D:b, 37300 Tosya/Kastamonu, Türkiye",,5,13,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJp54ZR_QShEARw2mBQ7w6wAg,TOSYA DİŞ HEKİMİ DT:ATAHAN YORULMAZ,Kastamonu,Tosya,"İbni Selim, Namazgah Cd. No:35, 37300 Tosya/Kastamonu, Türkiye",,4,8,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJJ2sUh1wShEARGFPxYQ_e16s,Tosya State Hospital,Kastamonu,Tosya,"Dilküşa, Dilküşah Mh. Kastamonu Caddesi No:2, 37300 Tosya/Kastamonu, Türkiye",https://tosyadh.saglik.gov.tr/,3.2,73,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJoVMYHHcThEARjFkLQKoyEJ0,ZEHRA İMECİ Diş Hekimi Muayenehanesi,Kastamonu,Tosya,"Zehra İMECİ Diş Muayenehanesi, Bahçelievler, 100. Yıl Cd. No:126 D:B, 37300 Tosya/Kastamonu, Türkiye",,5,19,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJuTj2-eBghUAR8qunjH58QEQ,Ilce Hastanesi,Kastamonu,Çatalzeytin,"Merkez, İstiklal Cd. No:93, 37942 Çatalzeytin/Kastamonu, Türkiye",,4,1,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJr_DsEQBhhUAR7qu6DRTK-8A,M Migros,Kastamonu,Çatalzeytin,"Merkez, Şht. Mehmet Serkan Meşe Sk., 37940 Çatalzeytin/Kastamonu, Türkiye",https://www.migros.com.tr/,4.5,6,"Angular, Webflow",cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJp5yDfCNhhUARBp49XgayX6M,YÜKSEL ELEKTRİK VE UYDU,Kastamonu,Çatalzeytin,"Merkez, İstiklal Cd. No:10/B, 37942 Çatalzeytin/Kastamonu, Türkiye",,5,7,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJYSN_hG9hhUARpBEO2Rxuyo0,Çatalzeytin Meslek Yüksekokulu,Kastamonu,Çatalzeytin,"Merkez, Atatürk Blv. No:56, 37940 Çatalzeytin/Kastamonu, Türkiye",http://catalzeytin.kastamonu.edu.tr/,2.9,11,Joomla,Apache,,200,,2026-07-03,2026-07-03,False
ChIJQb4r4sBghUARkCjpfcm3EWg,Çatalzeytin İlçe Devlet Hastanesi,Kastamonu,Çatalzeytin,"Merkez, Ginolu Cd., 37942 Çatalzeytin/Kastamonu, Türkiye","https://kastamonuism.saglik.gov.tr/TR,28696/catalzeytin-ilce-devlet-hastanesi.html",2.3,7,Bilinmiyor / özel kod,,,200,,2026-07-03,2026-07-03,False
ChIJeXXY_LxNhUART6e5eDvyw7E,Dentİnebolu Ağız Ve Diş Sağlığı Polikliniği,Kastamonu,İnebolu,"Cünürye, İsmet Paşa Cd. No:153/A, 37500 İnebolu/Kastamonu, Türkiye",,4.4,28,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ15bV6wH7hEAR4nsKIk2xQxk,Dr. Mustafa Sitki Fakazli,Kastamonu,İnebolu,"Aşağı Hatipbağı, Hacı Mehmet Aydın Cd. No:30, 37500 İnebolu/Kastamonu, Türkiye",,4.5,4,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJzTd9NMlNhUARHRS5Rx5YU-U,Muhteşem Girişlerin Adresi,Kastamonu,İnebolu,"Çandir,30, Aşağı Hatipbağı, 37502 İnebolu/Kastamonu, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJoQWzGrhNhUARNUVPaL20bdI,İNEBOLU DEVLET HASTANESİ,Kastamonu,İnebolu,"Musaköy, 37502 İnebolu/Kastamonu, Türkiye",,4.2,72,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJl1tMVr05fUAREdfvoQ5md4s,AKKUŞ STATE HOSPITAL,Ordu,Akkuş,"Çaldere, Menteşe Sokak, 52950 Akkuş/Ordu, Türkiye",https://akkusdh.saglik.gov.tr/,3.4,45,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJydOfb9c4fUAR395_Qk-tBnk,Akkus Toplum Sagligi Merkezi,Ordu,Akkuş,"Merkez, Doktor Hasan Rıza Çakır Sok., 52950 Akkuş/Ordu, Türkiye",http://www.akkus.gov.tr/ilce-toplum-sagligi-merkezi,4,2,Bilinmiyor / özel kod,,,404,,2026-07-03,2026-07-03,False
ChIJpWBsCNo4fUARsFyoepzsHOc,Akkuş Merkez Aile Sağlık Mer.,Ordu,Akkuş,"Yeni, İnönü Cd. No:18, 52950 Akkuş/Ordu, Türkiye",,5,1,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJMdYxEwA5fUARrZ25TZkIp2w,Selin yazıcı diş kliniği,Ordu,Akkuş,"Merkez, İstiklal Cd. No:100, 52950 Akkuş/Ordu, Türkiye",,5,2,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJMfQlL0sgY0AR2ofeqlprhFk,Ağız Ve Diş Sağlığı Merkezi,Ordu,Altınordu,"Subaşı, Bucak, İbn-i Sina Cd. No:10, 52200 Altınordu/Ordu, Türkiye",,3.5,2,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJcaPWuQEhY0ARCe1DjC1WvkQ,BH Clinic Özel Ağız ve Diş Sağlığı Polikliniği,Ordu,Altınordu,"Bahçelievler, Adnan Kahveci Cd. No:46, 52200 Altınordu/Ordu, Türkiye",https://www.bhclinic.com.tr/,5,129,,,,,"HTTPSConnectionPool(host='www.bhclinic.com.tr', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.bhclinic.com.tr', port=443): Failed to resolve 'www.bhclinic.com.tr' ([Errno -2] Name or service not known)""))",2026-07-03,2026-07-03,False
ChIJM1U8l2ohY0AR-GZ7p51YD-k,Candan Ortodonti Diş Laboratuvarı,Ordu,Altınordu,"Şarkiye, Kocakişi Cd. No:3/3, 52200 Altınordu/Ordu, Türkiye",,,,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJmdSmNc4hY0ARNyUqlaBTc4g,Cosmetic Dental - Özel Kozmetik Ağız ve Diş Sağlığı Polikliniği,Ordu,Altınordu,"Akyazı Mahallesi 795. Sokak, Akyazı, 278. Sk. No:2/B, 52200 Altınordu/Ordu, Türkiye",,4.9,72,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ-8OvoS8hY0ARFDNwiLfq2Qg,Dent-inn Ağız ve Diş Sağlığı Merkezi,Ordu,Altınordu,"Yeni, 313. Sk. No: 11/A, 52200 Altınordu/Ordu, Türkiye",http://www.dent-inn.com.tr/,4.5,83,Bilinmiyor / özel kod,LiteSpeed,PHP/5.6.40,200,,2026-07-03,2026-07-03,False
ChIJOYyfeWQhY0AR7TYj8vXP7Jc,DentaGROSS Ordu,Ordu,Altınordu,"Subaşı, İbn-i Sina Cd. no:23, 52200 Altınordu/Ordu, Türkiye",http://dentagross.com.tr/,4.4,41,WordPress,,,200,,2026-07-03,2026-07-03,False
ChIJd7Z5mhkhY0AR8HUe9P3RDb4,Diş Hekimi Abdulkadir ÜNEL,Ordu,Altınordu,"Subaşı, 473. Sk. No:2/11, 52200 Altınordu/Ordu, Türkiye",,5,9,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJtdC3Gz8hY0ARvq9A6TW4S_0,Diş Hekimi Berat Can Palazoğlu Diş Kliniği,Ordu,Altınordu,"Akyazı, 776. Sk. No:11/1, 52200 Altınordu/Ordu, Türkiye",,5,3,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJz3CvbXfFYkARNtYM66MFDHs,Diş Hekimi Derya ORAL CANDAN,Ordu,Altınordu,"Akyazı, Atatürk Blv. No:357/1, 52200 Altınordu/Ordu, Türkiye",,5,9,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJASKOObohY0ARi2wAVfKsJqI,Diş Hekimi Ertuğrul Şahin,Ordu,Altınordu,"Şarkiye, Fevzi Çakmak Cd. 7/1, 52200 Altınordu/Ordu, Türkiye",,5,9,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJPx-SB5shY0ARGASZKC4yE6s,Diş Hekimi Ortodonti Uzm. Dr. Dt. Melis Kalkavan Erdoğan,Ordu,Altınordu,"Şarkiye Mahallesi Atatürk Bulvarı Yusuf Tercan Apartman No : 178 Kat : 3 Daire : 6, Şarkiye, 52000 Altınordu/Ordu, Türkiye",,3,4,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJAZ0PrYEhY0ARYTIffodg_70,Diş Hekimi Samet Akbaş,Ordu,Altınordu,"Bahçelievler Mah, Sahil Mevki, Adnan Kahveci Cd. 46/A, 52100 Altınordu/Ordu, Türkiye",https://www.doktortakvimi.com/samet-akbas/dis-hekimi/ordu?utm_source=google&utm_medium=gmb&utm_campaign=132658&utm_content=website,5,17,Bilinmiyor / özel kod,nginx,,200,,2026-07-03,2026-07-03,False
ChIJHaifmKEhY0ARbVdbPyASIRc,Diş Hekimi Sefa GÜNER,Ordu,Altınordu,"Karşıyaka, Adalet Cd. no : 30/A, 52000 Altınordu/Ordu, Türkiye",,5,13,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ--riBUggY0ARkQKum0r_f3o,Dr. Demirel Uzun,Ordu,Altınordu,"52200, Şarkiye, Süleyman Felek Cd. 79/3, 52100 Altınordu/Ordu, Türkiye",,3.7,22,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJT9PxMc0hY0ARZC4TZhu8UfE,Dr. Dt. Feyza & Mehmet Gedik Ordu Ortodonti,Ordu,Altınordu,"Bahçelievler, Şht. Mehmet Işık Cd. No: 10/2, 52200 Altınordu/Ordu, Türkiye",http://orduortodonti.com/,4.9,326,WordPress,nginx,,200,,2026-07-03,2026-07-03,False
ChIJIQHgzIK6yhQRhQq8C-hyliA,Dr. Guzide Bas,Ordu,Altınordu,"Yeni, 303. Sk. No:21 D:2, 52200 Altınordu/Ordu, Türkiye",,4.7,31,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ--riBUggY0ARR5tObJ7Rk4I,Dr. Mustafa Oncu,Ordu,Altınordu,"Şarkiye, Süleyman Felek Cd. Pasaloğlu İş Hanı No:79 D:2, 52200 Altınordu/Ordu, Türkiye",,4.2,10,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJBwFy2kchY0ARElwDh7wQiSI,Dt Betül Orak,Ordu,Altınordu,"yenimahalle, 303. Sk. No:61, 52000 Altınordu/Ordu, Türkiye",,4,4,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJrzNkQY4hY0ARYRNovywxOpQ,Dt. Dila Tuğba Özdemir,Ordu,Altınordu,"Akyazı, Ahmet Cemal Mağden Cd. No:46 B F blok, 52200 Altınordu/Ordu, Türkiye",https://www.doktortakvimi.com/dila-tugba-ozdemir/dis-hekimi/ordu?utm_source=google&utm_medium=gmb&utm_campaign=240937,5,2,Bilinmiyor / özel kod,nginx,,200,,2026-07-03,2026-07-03,False
ChIJmxWqLQEhY0ARqvnfffwUJFw,"Dt. Tuğba Genç Arlı, Diş Hekimi",Ordu,Altınordu,"Yeni, 313. Sk. No:11/A, 52000 Altınordu/Ordu, Türkiye",https://www.doktortakvimi.com/tugba-genc-arli/dis-hekimi/ordu?utm_source=google&utm_medium=gmb&utm_campaign=257434&utm_content=website,5,3,Bilinmiyor / özel kod,nginx,,200,,2026-07-03,2026-07-03,False
ChIJs_0h5aYhY0AR-YQ798zOFVY,DİŞ HEKİMİ MEHMET POLATER,Ordu,Altınordu,"Şarkiye, Süleyman Felek Cd. no: 131/1, 52000 Altınordu/Ordu, Türkiye",,4.7,13,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJg6cOQOchY0ARuKqO7lPx7wQ,Gizem Çuhacı diş muayenehanesi,Ordu,Altınordu,"Düz, Atatürk Blv. 118/A, 52100 Altınordu/Ordu, Türkiye",,5,1,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ7Yv-m1oZY0ARhUXmTvqzK4E,ORDU DENTAL DİŞ DEPOSU (ORTODONTİ TEDAVİ ÜRÜNLERİ ),Ordu,Altınordu,"Şarkiye, Fatih Cd. Hattatoğlu İş Hanı No:3 Kat:1 Ofis:107, 52200 Altınordu/Ordu, Türkiye",,5,7,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJMQFTqbQhY0AREmyktLBz3R4,Ordu Ağız Ve Diş Sağlığı Merkezi,Ordu,Altınordu,"Bucak, 357. Sk. No:11, 52200 Altınordu/Ordu, Türkiye",https://orduadsm.saglik.gov.tr/,3,85,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJL9tklbQhY0ARN_rj4jyHs7E,Ordu Ağız ve Diş Sağlığı Merkezi Semt Polikliniği,Ordu,Altınordu,"Akyazı, 817 Nolu Sokak, 52200 Altınordu/Ordu, Türkiye",https://orduadsm.saglik.gov.tr/,3.6,14,ASP.NET,,,200,,2026-07-03,2026-07-03,False
ChIJVVVVlWIvY0ARrkDtfi2SDgk,Ordu University Faculty of Dentistry,Ordu,Altınordu,"Cumhuriyet, Mustafa Kemal Blv. No: 254, 52200 Altınordu/Ordu, Türkiye",https://dhf.odu.edu.tr/,3.1,172,,,,,"HTTPSConnectionPool(host='dhf.odu.edu.tr', port=443): Read timed out.",2026-07-03,2026-07-03,False
ChIJfVnOIXIhY0ARq0DXbcszFFk,Ordu Çocuk Diş Kliniği,Ordu,Altınordu,"No:71/73A Lavinya Apartmanı, Durugöl, Soya Cd., 52200 Altınordu/Ordu, Türkiye",http://www.orducocukdis.com/,4.4,14,"Laravel, React, Wix",Pepyaka,,200,,2026-07-03,2026-07-03,False
ChIJPXCCKeEhY0ARbYNsE4FzlYI,Ortodonti Uzmanı Rabia AKSAKAL,Ordu,Altınordu,"Karşıyaka, 903 Nolu Sokak No 1 Kat: 3, 52200 Altınordu/Ordu, Türkiye",,4.6,9,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ0-gOKs0hY0ARf79fm6CnyJk,Ortodontist - Uzm. Dr. Semi Çalış,Ordu,Altınordu,"Subaşı, İbn-i Sina Cd. No:23, 52200 Altınordu/Ordu, Türkiye",http://instagram.com/dr.semicalis,5,59,Bilinmiyor / özel kod,,,200,,2026-07-03,2026-07-03,False
ChIJ17SdcnkhY0ARsC6Pnbi7Asg,Prof. Dr. M. Cankat Kara,Ordu,Altınordu,"Kar Plaza, Karşıyaka, Akkent No: 4 Kat: 1 Daire: 2, 52200 Altınordu/Ordu, Türkiye",,5,6,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJF_3dNQQhY0AR9lj2KubR1E4,"Uzm. Dr. Dt. Burak Hamzaçebi, Diş Hekimi - Periodontoloji ve İmplantoloji",Ordu,Altınordu,"Sahil Mevki, Bahçelievler, Adnan Kahveci Cd. 46/A, 52200 Altınordu/Ordu, Türkiye",,5,3,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJWe23354hY0ARQwzrhWGb1gs,"Uzm. Dt. Rabia Betül Yüksel, Ortodonti",Ordu,Altınordu,"Şarkiye, Fevzi Çakmak Cd. No:23/A, 52100 Altınordu/Ordu, Türkiye",https://www.doktortakvimi.com/rabia-betul-yuksel/ortodonti/ordu?utm_source=google&utm_medium=gmb&utm_campaign=282265&utm_content=website,,,Bilinmiyor / özel kod,nginx,,200,,2026-07-03,2026-07-03,False
ChIJQ5ArgE4hY0ARTKoBAB0Ju04,"Uzm. Dt. Şeyma Şahin Güner Muayenehanesi, Ortodonti, Diş Hekimi",Ordu,Altınordu,"Akyazı, 843. Sk. No: 1/1, 52200 Altınordu/Ordu, Türkiye",http://www.doktortakvimi.com/seyma-sahin-guner/ortodonti-dis-hekimi/ordu?utm_source=google&utm_medium=gmb&utm_campaign=298083&utm_content=post_book_now,5,2,Bilinmiyor / özel kod,nginx,,200,,2026-07-03,2026-07-03,False
ChIJR-cmbEchY0AR7quIwHuiRxM,Özel Dental Park Ordu Ağız ve Diş Sağlığı Polikliniği,Ordu,Altınordu,"Şirinevler Mahallesi İsmet Paşa Caddesi C blok no 188 iç kapı 112, Şirinevler, 52100 Altınordu/Ordu, Türkiye",http://www.dentalparkordu.com/,4.9,247,"Vue.js, WordPress",LiteSpeed,PHP/8.1.34,200,,2026-07-03,2026-07-03,False
ChIJT1wy1DUgY0ARirXJi0PosTA,Özel Dişpol Ağız ve Diş Sağlığı Polikliniği,Ordu,Altınordu,"Şarkiye, 272. Sk. No:2, 52100 Altınordu/Ordu, Türkiye",,3.7,27,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJ3zwVptMhY0ARBYY5ZhvjuMQ,Özel NSA-Optima Ağız ve Diş Sağlığı Polikliniği,Ordu,Altınordu,"Akyazı Mahallesi. Ahmet Cemal Mağden Caddesi. F No: 46 B, Akyazı, 52200 Altınordu/Ordu, Türkiye",,4.8,22,Website yok,,,,,2026-07-03,2026-07-03,False
ChIJVS8_rRkhY0ARTWln0J4L9oo,Özel Ordu Sevgi Ağız ve Diş Sağlığı Polikliniği,Ordu,Altınordu,"Karşıyaka, 906. Sk. No:12, 52200 Altınordu/Ordu, Türkiye",http://ordusevgidis.com/,4.7,23,Bilinmiyor / özel kod,cloudflare,,200,,2026-07-03,2026-07-03,False
ChIJN8dAr_PYfEARL9XJPLS8DOU,Aybastı Devlet Hastanesi,Ordu,Aybastı,"Sağlık, 52500 Aybastı/Ordu, Türkiye",https://aybastidh.saglik.gov.tr/,3.3,35,ASP.NET,,,200,,2026-07-03,2026-07-03,False
